age,capital-gain,capital-loss,hours-per-week,education-num,workclass,marital-status,occupation,relationship,sex
31,0,0,64,9,Local-gov,Never-married,Machine-op-inspct,Own-child,Male
45,0,0,60,6,Private,Married-civ-spouse,Craft-repair,Husband,Male
33,0,0,40,12,Private,Married-civ-spouse,Prof-specialty,Husband,Male
33,0,0,40,14,Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female
30,0,0,20,10,Self-emp-not-inc,Married-civ-spouse,Adm-clerical,Wife,Female
25,0,0,42,10,Private,Never-married,Machine-op-inspct,Not-in-family,Male
70,0,2246,8,14,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
22,0,0,40,5,Private,Never-married,Transport-moving,Own-child,Male
30,0,0,40,13,Private,Married-civ-spouse,Sales,Husband,Male
46,15024,0,50,12,Private,Married-civ-spouse,Exec-managerial,Husband,Male
43,0,0,60,8,Self-emp-not-inc,Married-civ-spouse,Transport-moving,Husband,Male
37,0,0,25,4,Private,Never-married,Machine-op-inspct,Own-child,Female
59,15024,0,60,10,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
51,0,0,45,9,Self-emp-not-inc,Never-married,Farming-fishing,Unmarried,Male
47,2885,0,65,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
36,0,0,60,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
73,0,0,6,3,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
32,0,0,40,14,Local-gov,Never-married,Prof-specialty,Not-in-family,Female
34,0,0,50,9,Private,Married-civ-spouse,Sales,Husband,Male
51,0,0,40,9,Local-gov,Married-civ-spouse,Transport-moving,Husband,Male
20,0,0,45,9,Private,Never-married,Machine-op-inspct,Unmarried,Female
57,0,0,40,10,Private,Married-civ-spouse,Other-service,Husband,Male
19,0,0,20,10,Private,Never-married,Other-service,Own-child,Male
45,7688,0,40,8,Private,Married-civ-spouse,Sales,Husband,Male
55,0,0,40,6,Private,Married-civ-spouse,Craft-repair,Husband,Male
60,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
19,0,0,40,9,Private,Never-married,Farming-fishing,Not-in-family,Male
35,0,0,40,9,Private,Married-civ-spouse,Tech-support,Husband,Male
20,0,0,30,9,Private,Never-married,Machine-op-inspct,Own-child,Female
34,0,0,15,13,Local-gov,Never-married,Prof-specialty,Other-relative,Male
26,0,1977,40,15,Private,Married-civ-spouse,Prof-specialty,Husband,Male
73,3273,0,40,10,Federal-gov,Widowed,Tech-support,Not-in-family,Female
27,0,0,55,14,Private,Married-civ-spouse,Prof-specialty,Husband,Male
37,0,0,84,11,Self-emp-not-inc,Never-married,Farming-fishing,Own-child,Male
73,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
46,0,1848,40,11,Federal-gov,Married-civ-spouse,Tech-support,Husband,Male
36,0,0,40,9,Local-gov,Never-married,Adm-clerical,Not-in-family,Male
54,0,0,60,9,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
49,0,0,50,7,Private,Married-civ-spouse,Other-service,Husband,Male
68,0,0,40,9,Local-gov,Married-civ-spouse,Farming-fishing,Husband,Male
34,0,1590,50,13,Private,Never-married,Exec-managerial,Not-in-family,Male
30,0,0,40,11,Private,Never-married,Prof-specialty,Not-in-family,Male
28,0,0,50,13,Private,Never-married,Sales,Unmarried,Male
28,0,0,50,7,Private,Married-civ-spouse,Exec-managerial,Husband,Male
25,0,0,40,10,Local-gov,Married-civ-spouse,Other-service,Husband,Male
26,0,0,40,10,Private,Never-married,Machine-op-inspct,Not-in-family,Male
40,0,0,55,10,Private,Married-civ-spouse,Tech-support,Husband,Male
32,0,0,40,9,Local-gov,Divorced,Adm-clerical,Unmarried,Female
18,0,0,30,8,Private,Never-married,Priv-house-serv,Not-in-family,Female
36,0,0,40,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
26,0,0,40,13,Private,Never-married,Prof-specialty,Own-child,Female
24,0,0,45,9,Private,Never-married,Prof-specialty,Own-child,Female
90,6767,0,40,9,Local-gov,Married-civ-spouse,Other-service,Husband,Male
20,0,0,40,10,Private,Never-married,Adm-clerical,Own-child,Female
27,0,0,50,13,Private,Separated,Tech-support,Own-child,Male
58,0,0,50,13,Local-gov,Divorced,Prof-specialty,Not-in-family,Female
37,0,1977,40,14,Private,Married-civ-spouse,Exec-managerial,Husband,Male
28,0,0,40,9,Private,Never-married,Exec-managerial,Not-in-family,Male
36,0,0,60,13,Local-gov,Divorced,Prof-specialty,Not-in-family,Female
45,0,0,40,9,Local-gov,Married-civ-spouse,Craft-repair,Husband,Male
23,0,0,48,9,Private,Never-married,Sales,Not-in-family,Male
69,0,0,35,9,Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male
58,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
22,0,0,20,9,Private,Never-married,Adm-clerical,Own-child,Male
58,0,0,35,13,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
53,0,0,60,10,Federal-gov,Married-civ-spouse,Protective-serv,Husband,Male
44,0,0,60,9,Self-emp-inc,Married-civ-spouse,Farming-fishing,Husband,Male
31,0,0,40,6,Private,Never-married,Other-service,Not-in-family,Male
46,0,0,40,13,Private,Divorced,Machine-op-inspct,Unmarried,Female
48,0,0,40,9,Private,Married-civ-spouse,Other-service,Husband,Male
46,0,0,40,10,Federal-gov,Separated,Adm-clerical,Unmarried,Female
43,0,625,40,5,Private,Never-married,Machine-op-inspct,Unmarried,Female
43,0,0,40,10,Private,Divorced,Adm-clerical,Not-in-family,Female
17,0,0,15,6,Self-emp-inc,Never-married,Sales,Own-child,Male
20,0,0,40,10,Private,Never-married,Sales,Own-child,Male
22,0,0,35,10,Private,Never-married,Prof-specialty,Not-in-family,Female
35,0,0,40,10,Private,Divorced,Other-service,Unmarried,Female
29,0,0,40,13,Private,Never-married,Tech-support,Not-in-family,Male
25,0,0,35,9,Private,Never-married,Craft-repair,Not-in-family,Male
54,0,0,40,6,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
23,0,0,16,10,Private,Married-civ-spouse,Sales,Own-child,Female
36,0,0,35,3,Private,Separated,Priv-house-serv,Unmarried,Female
26,0,0,50,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
25,0,0,40,9,Local-gov,Never-married,Other-service,Own-child,Male
46,0,0,40,5,Private,Divorced,Other-service,Unmarried,Female
41,0,0,50,10,Private,Divorced,Craft-repair,Not-in-family,Female
31,0,0,40,9,Private,Never-married,Prof-specialty,Own-child,Male
48,0,0,40,14,Federal-gov,Married-civ-spouse,Prof-specialty,Husband,Male
52,0,0,50,14,Self-emp-inc,Divorced,Exec-managerial,Not-in-family,Female
22,0,0,43,9,Federal-gov,Never-married,Handlers-cleaners,Own-child,Male
18,0,0,25,9,Private,Never-married,Craft-repair,Own-child,Male
46,0,0,40,10,Private,Never-married,Adm-clerical,Not-in-family,Female
34,0,0,40,10,Local-gov,Never-married,Protective-serv,Own-child,Male
30,0,0,48,9,Federal-gov,Married-civ-spouse,Armed-Forces,Other-relative,Male
31,0,0,40,7,Private,Never-married,Other-service,Not-in-family,Male
21,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
41,3674,0,45,9,Self-emp-not-inc,Divorced,Sales,Not-in-family,Male
45,0,1977,60,13,State-gov,Married-civ-spouse,Exec-managerial,Husband,Male
30,0,0,40,13,State-gov,Never-married,Adm-clerical,Not-in-family,Male
21,0,0,35,5,Private,Never-married,Other-service,Unmarried,Male
44,0,1408,46,10,Private,Divorced,Sales,Unmarried,Female
54,0,0,50,7,Private,Divorced,Craft-repair,Own-child,Female
36,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
50,0,0,50,13,Private,Never-married,Exec-managerial,Not-in-family,Male
26,0,0,35,13,Private,Never-married,Prof-specialty,Unmarried,Female
47,0,0,35,15,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
36,0,0,37,9,Private,Never-married,Other-service,Own-child,Male
32,0,0,60,10,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
21,0,0,35,6,Private,Never-married,Other-service,Not-in-family,Female
30,0,0,45,9,Private,Married-civ-spouse,Sales,Husband,Male
34,0,0,40,9,Private,Never-married,Priv-house-serv,Not-in-family,Female
51,0,0,45,9,Private,Married-spouse-absent,Craft-repair,Not-in-family,Male
55,0,0,50,6,Self-emp-not-inc,Married-civ-spouse,Transport-moving,Husband,Male
43,0,0,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
37,0,0,30,9,Private,Never-married,Handlers-cleaners,Not-in-family,Male
28,0,0,40,10,Local-gov,Never-married,Exec-managerial,Own-child,Female
39,0,0,50,10,Private,Married-civ-spouse,Prof-specialty,Husband,Male
35,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
26,0,0,36,9,Private,Never-married,Craft-repair,Own-child,Male
68,3818,0,40,9,Private,Married-civ-spouse,Adm-clerical,Husband,Male
46,0,2824,40,15,Private,Divorced,Prof-specialty,Not-in-family,Male
21,0,0,37,9,Private,Never-married,Other-service,Own-child,Male
23,0,0,20,10,Private,Never-married,Sales,Own-child,Female
17,0,0,30,6,Private,Married-civ-spouse,Sales,Own-child,Female
23,0,0,40,9,Local-gov,Never-married,Other-service,Not-in-family,Female
34,0,0,15,9,Private,Widowed,Adm-clerical,Unmarried,Male
33,0,0,40,12,Private,Never-married,Prof-specialty,Not-in-family,Female
31,0,0,45,12,Private,Separated,Transport-moving,Not-in-family,Male
56,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
21,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Female
45,0,1590,40,9,Private,Divorced,Adm-clerical,Not-in-family,Female
41,7688,0,40,13,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
26,0,0,30,6,Private,Divorced,Handlers-cleaners,Not-in-family,Female
41,0,0,40,7,Private,Widowed,Other-service,Unmarried,Female
46,0,0,55,14,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
47,0,0,40,9,State-gov,Divorced,Adm-clerical,Unmarried,Female
43,0,0,60,15,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
35,0,0,45,9,Private,Married-civ-spouse,Sales,Husband,Male
44,0,0,50,9,Self-emp-not-inc,Divorced,Sales,Not-in-family,Male
58,7688,0,30,13,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
25,0,1594,25,12,Private,Divorced,Tech-support,Own-child,Female
44,0,0,40,11,Private,Never-married,Craft-repair,Unmarried,Male
57,0,0,42,10,Private,Never-married,Craft-repair,Not-in-family,Male
24,0,0,40,10,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
38,0,0,50,13,Private,Never-married,Adm-clerical,Not-in-family,Female
33,2176,0,35,4,Private,Divorced,Handlers-cleaners,Not-in-family,Male
25,0,0,40,10,Private,Never-married,Prof-specialty,Own-child,Female
33,0,0,84,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
50,0,0,52,10,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
35,5178,0,50,9,Private,Married-civ-spouse,Sales,Husband,Male
36,0,0,55,13,Private,Divorced,Adm-clerical,Not-in-family,Male
27,0,0,40,10,Private,Never-married,Other-service,Own-child,Female
22,0,0,50,11,Private,Never-married,Craft-repair,Own-child,Male
30,0,0,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
90,0,0,40,14,Private,Never-married,Exec-managerial,Own-child,Female
39,0,0,40,9,Private,Separated,Other-service,Other-relative,Male
34,0,0,45,13,State-gov,Never-married,Prof-specialty,Not-in-family,Male
39,0,0,60,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
19,0,0,4,10,Private,Never-married,Other-service,Own-child,Female
19,0,0,40,6,Private,Never-married,Craft-repair,Not-in-family,Male
29,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
66,2290,0,30,12,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
38,0,0,45,10,Private,Married-civ-spouse,Tech-support,Husband,Male
44,0,0,40,3,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
34,0,0,40,4,Self-emp-not-inc,Never-married,Craft-repair,Own-child,Male
35,0,0,40,12,State-gov,Widowed,Exec-managerial,Not-in-family,Female
29,0,0,40,13,Local-gov,Never-married,Prof-specialty,Not-in-family,Male
22,0,0,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
73,25124,0,60,11,Private,Widowed,Prof-specialty,Not-in-family,Male
35,0,2377,40,10,Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male
41,0,0,40,9,Private,Never-married,Handlers-cleaners,Not-in-family,Male
27,0,0,50,10,Self-emp-not-inc,Married-civ-spouse,Other-service,Wife,Female
25,0,0,50,9,Private,Never-married,Adm-clerical,Not-in-family,Male
47,0,1564,51,13,Private,Divorced,Handlers-cleaners,Not-in-family,Male
36,0,0,35,13,Private,Married-civ-spouse,Sales,Wife,Female
36,0,0,20,2,Private,Widowed,Other-service,Other-relative,Female
25,0,0,40,9,Local-gov,Divorced,Tech-support,Unmarried,Female
37,0,0,65,7,Private,Divorced,Transport-moving,Not-in-family,Male
26,0,0,40,13,Local-gov,Never-married,Tech-support,Own-child,Male
53,0,1740,40,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
36,0,0,40,14,Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female
30,4787,0,45,13,Private,Never-married,Tech-support,Not-in-family,Female
53,0,0,40,10,Local-gov,Divorced,Other-service,Not-in-family,Female
37,0,0,45,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
41,0,0,40,9,State-gov,Divorced,Craft-repair,Unmarried,Male
53,0,0,55,13,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
23,0,0,32,10,Private,Never-married,Other-service,Own-child,Male
28,0,0,50,9,Private,Married-civ-spouse,Farming-fishing,Husband,Male
53,0,0,40,6,Local-gov,Married-civ-spouse,Other-service,Husband,Male
32,0,0,20,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
33,0,0,50,13,Private,Never-married,Adm-clerical,Not-in-family,Female
27,0,0,32,9,Private,Never-married,Sales,Other-relative,Female
52,0,1902,40,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
31,0,0,55,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
27,0,0,40,12,Private,Never-married,Exec-managerial,Not-in-family,Female
44,3137,0,30,9,Private,Married-civ-spouse,Handlers-cleaners,Wife,Female
37,0,0,40,14,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
39,0,0,60,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
18,0,0,20,8,Private,Never-married,Sales,Own-child,Female
42,0,0,40,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
49,0,0,40,13,Private,Married-civ-spouse,Craft-repair,Husband,Male
35,0,0,36,9,Private,Divorced,Handlers-cleaners,Unmarried,Female
43,0,0,99,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
43,99999,0,60,15,Private,Married-civ-spouse,Prof-specialty,Husband,Male
31,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
27,0,0,40,13,Private,Never-married,Other-service,Not-in-family,Male
46,0,0,40,10,Federal-gov,Divorced,Adm-clerical,Not-in-family,Female
54,0,0,44,9,Private,Married-civ-spouse,Sales,Husband,Male
37,0,0,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
53,4386,0,40,10,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
26,0,0,20,10,Private,Never-married,Adm-clerical,Not-in-family,Male
59,0,0,55,15,Self-emp-inc,Married-civ-spouse,Prof-specialty,Husband,Male
36,0,0,40,10,Federal-gov,Separated,Adm-clerical,Not-in-family,Male
32,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
53,0,0,40,14,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
26,0,0,40,9,Private,Never-married,Adm-clerical,Own-child,Female
35,0,0,40,9,Private,Married-AF-spouse,Other-service,Wife,Female
48,0,0,40,9,Private,Divorced,Exec-managerial,Unmarried,Female
30,0,0,40,10,Local-gov,Separated,Handlers-cleaners,Not-in-family,Male
38,7688,0,40,8,Private,Married-civ-spouse,Craft-repair,Husband,Male
58,0,0,10,9,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Wife,Female
44,0,0,32,9,Private,Married-spouse-absent,Transport-moving,Not-in-family,Male
30,0,0,40,11,Private,Separated,Prof-specialty,Unmarried,Female
68,0,0,10,9,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
26,0,0,40,13,Local-gov,Never-married,Prof-specialty,Own-child,Female
26,0,0,40,13,Local-gov,Never-married,Prof-specialty,Own-child,Female
41,0,0,40,2,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
48,0,0,47,13,Private,Divorced,Exec-managerial,Not-in-family,Male
55,0,0,37,9,Private,Divorced,Sales,Not-in-family,Female
41,0,1485,50,7,Private,Married-civ-spouse,Craft-repair,Husband,Male
52,0,0,36,9,Private,Married-civ-spouse,Sales,Husband,Male
31,0,1902,40,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
54,0,0,38,11,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
31,0,0,25,14,Self-emp-not-inc,Separated,Tech-support,Not-in-family,Female
31,0,0,50,13,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
47,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
40,0,0,40,11,Private,Married-civ-spouse,Prof-specialty,Husband,Male
46,0,0,48,10,State-gov,Divorced,Adm-clerical,Unmarried,Female
45,0,0,40,9,Private,Divorced,Machine-op-inspct,Not-in-family,Female
39,0,0,25,6,Private,Never-married,Other-service,Unmarried,Female
34,0,0,18,10,Local-gov,Never-married,Adm-clerical,Unmarried,Female
56,0,0,40,10,Private,Never-married,Adm-clerical,Not-in-family,Female
47,0,0,40,9,Private,Separated,Prof-specialty,Other-relative,Female
35,0,0,40,10,Private,Married-civ-spouse,Other-service,Wife,Female
25,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
43,0,0,40,13,Local-gov,Separated,Prof-specialty,Unmarried,Female
59,0,0,37,13,Private,Married-civ-spouse,Sales,Husband,Male
63,0,0,60,4,Private,Married-civ-spouse,Transport-moving,Husband,Male
32,0,0,37,10,Private,Married-spouse-absent,Transport-moving,Not-in-family,Female
43,0,0,50,11,Self-emp-inc,Married-civ-spouse,Exec-managerial,Other-relative,Male
27,0,0,52,9,Private,Never-married,Adm-clerical,Not-in-family,Female
21,0,0,32,8,Private,Never-married,Handlers-cleaners,Own-child,Male
44,0,0,60,10,Federal-gov,Divorced,Exec-managerial,Unmarried,Male
40,0,0,60,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
65,0,0,40,9,Private,Widowed,Adm-clerical,Unmarried,Female
50,0,0,45,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
51,0,0,40,14,State-gov,Never-married,Prof-specialty,Not-in-family,Male
44,0,0,40,10,Federal-gov,Divorced,Adm-clerical,Unmarried,Female
20,0,0,13,10,Private,Never-married,Sales,Own-child,Female
29,0,0,40,11,Private,Never-married,Exec-managerial,Not-in-family,Male
50,0,0,50,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
50,5178,0,40,9,Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male
43,0,0,40,6,Private,Married-civ-spouse,Adm-clerical,Husband,Male
23,0,0,40,13,Private,Never-married,Tech-support,Not-in-family,Female
41,0,0,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
58,0,0,25,13,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
50,0,0,40,11,State-gov,Married-civ-spouse,Prof-specialty,Husband,Male
37,0,0,65,13,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
21,0,0,24,9,Private,Never-married,Farming-fishing,Own-child,Male
33,0,0,20,9,Private,Married-civ-spouse,Sales,Wife,Female
52,0,0,45,10,Private,Divorced,Adm-clerical,Unmarried,Female
47,0,0,40,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
45,14084,0,45,13,Self-emp-not-inc,Never-married,Sales,Not-in-family,Male
34,0,0,40,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
39,0,0,40,10,Private,Married-civ-spouse,Sales,Husband,Male
31,0,0,15,10,Private,Divorced,Other-service,Not-in-family,Female
45,0,0,45,10,Private,Divorced,Tech-support,Not-in-family,Female
45,0,0,3,11,Self-emp-not-inc,Married-civ-spouse,Protective-serv,Husband,Male
34,4416,0,30,9,Private,Never-married,Machine-op-inspct,Not-in-family,Male
27,0,0,35,7,Private,Married-spouse-absent,Sales,Own-child,Male
37,0,0,40,9,Private,Divorced,Sales,Unmarried,Female
20,0,0,20,9,Private,Never-married,Adm-clerical,Own-child,Female
32,13550,0,48,13,Private,Never-married,Exec-managerial,Not-in-family,Male
24,0,0,55,2,Private,Never-married,Handlers-cleaners,Not-in-family,Male
39,0,0,40,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
18,0,0,30,10,Private,Never-married,Sales,Own-child,Female
62,0,0,80,10,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
24,0,0,40,13,Private,Separated,Exec-managerial,Not-in-family,Female
37,0,0,45,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
46,0,0,25,13,Private,Widowed,Adm-clerical,Not-in-family,Female
44,0,0,40,9,Private,Divorced,Craft-repair,Not-in-family,Male
53,0,2559,48,9,Private,Never-married,Sales,Not-in-family,Male
25,0,0,35,13,Private,Never-married,Handlers-cleaners,Own-child,Male
24,0,0,50,13,Private,Never-married,Sales,Not-in-family,Male
61,0,0,20,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
45,0,0,40,14,Local-gov,Divorced,Prof-specialty,Unmarried,Female
33,0,0,48,10,Self-emp-not-inc,Never-married,Craft-repair,Own-child,Male
48,15024,0,45,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
26,0,0,30,9,Local-gov,Never-married,Handlers-cleaners,Own-child,Male
68,20051,0,40,13,Private,Married-civ-spouse,Sales,Husband,Male
24,0,1762,40,9,Private,Divorced,Protective-serv,Own-child,Female
31,0,0,50,13,Local-gov,Never-married,Prof-specialty,Not-in-family,Female
55,0,0,38,10,Private,Divorced,Other-service,Unmarried,Female
46,0,0,38,12,Private,Divorced,Sales,Unmarried,Female
58,0,0,38,13,Private,Divorced,Exec-managerial,Not-in-family,Male
56,0,0,40,9,Private,Widowed,Other-service,Unmarried,Female
45,0,0,55,13,Federal-gov,Never-married,Adm-clerical,Not-in-family,Male
24,0,0,40,13,Private,Never-married,Exec-managerial,Unmarried,Male
35,0,0,56,9,Local-gov,Divorced,Farming-fishing,Own-child,Male
51,0,0,40,9,Private,Married-civ-spouse,Tech-support,Husband,Male
47,15024,0,55,15,Private,Married-civ-spouse,Prof-specialty,Husband,Male
17,0,0,10,7,Private,Never-married,Adm-clerical,Other-relative,Female
21,0,0,40,6,Private,Never-married,Prof-specialty,Unmarried,Female
45,0,0,40,13,Private,Never-married,Prof-specialty,Not-in-family,Female
42,5178,0,50,9,Private,Married-civ-spouse,Sales,Husband,Male
56,0,0,40,8,Private,Widowed,Other-service,Unmarried,Female
39,0,0,40,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
31,0,0,40,4,Private,Never-married,Machine-op-inspct,Not-in-family,Female
20,0,0,40,10,Federal-gov,Never-married,Tech-support,Not-in-family,Male
65,1797,0,21,3,Self-emp-not-inc,Married-civ-spouse,Farming-fishing,Husband,Male
44,0,0,45,10,Private,Married-civ-spouse,Prof-specialty,Husband,Male
33,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
25,0,0,45,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
38,0,0,50,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
31,0,1741,40,6,Local-gov,Never-married,Transport-moving,Other-relative,Male
33,0,0,20,13,Self-emp-not-inc,Married-civ-spouse,Sales,Own-child,Male
49,0,0,40,9,Self-emp-not-inc,Divorced,Other-service,Unmarried,Female
28,0,0,40,9,Private,Never-married,Exec-managerial,Own-child,Female
29,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
23,0,0,20,11,Private,Never-married,Other-service,Own-child,Male
37,0,0,5,13,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
52,0,0,37,10,Private,Never-married,Prof-specialty,Not-in-family,Male
27,0,0,40,9,Private,Never-married,Machine-op-inspct,Not-in-family,Male
47,7688,0,55,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
21,0,0,40,9,Private,Never-married,Adm-clerical,Not-in-family,Female
41,0,0,40,13,Federal-gov,Married-civ-spouse,Adm-clerical,Wife,Female
61,0,0,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
32,0,0,40,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
21,0,0,40,10,Private,Never-married,Sales,Not-in-family,Male
63,0,0,40,8,Private,Married-civ-spouse,Sales,Husband,Male
34,0,0,42,10,Private,Married-civ-spouse,Other-service,Husband,Male
21,0,0,10,12,State-gov,Never-married,Tech-support,Own-child,Male
44,0,0,33,9,Private,Divorced,Other-service,Unmarried,Female
26,0,0,35,13,Private,Never-married,Exec-managerial,Not-in-family,Male
36,0,0,50,14,Private,Married-civ-spouse,Exec-managerial,Husband,Male
52,0,0,8,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
44,0,0,40,13,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
42,0,0,40,9,Private,Married-civ-spouse,Prof-specialty,Wife,Female
31,0,0,40,13,Private,Never-married,Prof-specialty,Not-in-family,Male
30,0,0,40,10,Private,Never-married,Craft-repair,Unmarried,Male
23,0,0,25,10,Private,Never-married,Prof-specialty,Own-child,Female
81,0,0,20,2,State-gov,Widowed,Other-service,Not-in-family,Female
38,0,0,40,6,Private,Divorced,Machine-op-inspct,Not-in-family,Female
21,0,0,38,10,Private,Never-married,Exec-managerial,Not-in-family,Female
28,0,0,40,9,Local-gov,Married-civ-spouse,Craft-repair,Husband,Male
34,0,0,40,13,Private,Never-married,Exec-managerial,Not-in-family,Female
47,0,0,40,9,Private,Never-married,Other-service,Not-in-family,Female
36,0,0,50,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
27,0,0,99,9,Private,Never-married,Transport-moving,Not-in-family,Male
56,2907,0,52,13,Private,Never-married,Prof-specialty,Not-in-family,Female
42,0,0,38,10,State-gov,Divorced,Adm-clerical,Own-child,Female
43,0,0,35,9,Private,Divorced,Craft-repair,Not-in-family,Male
53,0,0,40,9,Private,Divorced,Machine-op-inspct,Not-in-family,Female
58,0,0,24,9,Private,Divorced,Sales,Not-in-family,Female
19,0,0,40,8,Private,Never-married,Other-service,Own-child,Male
37,0,0,46,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
41,0,0,15,10,Self-emp-not-inc,Divorced,Prof-specialty,Not-in-family,Female
31,0,0,40,4,Private,Separated,Craft-repair,Not-in-family,Female
31,0,0,35,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
53,0,0,40,9,Local-gov,Married-civ-spouse,Adm-clerical,Husband,Male
19,0,0,25,10,Private,Never-married,Sales,Own-child,Male
56,0,0,50,16,Private,Married-civ-spouse,Prof-specialty,Husband,Male
55,0,0,40,10,Federal-gov,Married-civ-spouse,Adm-clerical,Wife,Female
